source,target,weight,annee,mois,commentaire
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,81.7,2013,4,
PARIS LYON,VALENCE ALIXAN TGV,89.3,2013,4,
PARIS MONTPARNASSE,ANGOULEME,96.6,2013,4,
PARIS LYON,NIMES,87.1,2013,4,
NANCY,PARIS EST,95.8,2013,4,
PARIS EST,METZ,94.4,2013,4,
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,85.5,2013,5,
BESANCON FRANCHE COMTE TGV,PARIS LYON,92.7,2013,4,
VANNES,PARIS MONTPARNASSE,92.0,2013,4,
LAVAL,PARIS MONTPARNASSE,94.3,2013,5,
DIJON VILLE,PARIS LYON,91.5,2013,5,
PARIS NORD,LILLE,90.1,2013,5,
MARSEILLE ST CHARLES,LILLE,64.3,2013,8,"Défauts d'alimentation électrique à Lille, Toulon, Lyon et Nice, accident de personne à Lille, heurts de Chevreuil du côté de Compiègne et d'Auxerre, vol de câbles à Avignon et Nimes, voiture sur les voies à Marseille."
NICE VILLE,PARIS LYON,72.0,2013,8,"Deux incidents caténaires, des vols de câbles, des heurts d'animaux sauvages et la chute d'une voiture sur les voies près de Marseille ont fortement perturbé la circulation des TGV en août."
LYON PART DIEU,MONTPELLIER,78.0,2013,8,"Deux incidents caténaires, des vols de câbles, des heurts d'animaux sauvages ont fortement perturbé la circulation des TGV en août."
ANGOULEME,PARIS MONTPARNASSE,90.4,2013,8,
NANTES,PARIS MONTPARNASSE,94.7,2013,8,
LAVAL,PARIS MONTPARNASSE,91.3,2013,8,
PARIS LYON,LYON PART DIEU,96.2,2013,8,
DOUAI,PARIS NORD,91.5,2013,8,
PARIS EST,METZ,97.7,2013,8,
METZ,PARIS EST,96.6,2013,8,
PARIS EST,NANCY,94.6,2013,7,"Le 29 juillet, le TGV 2571 heurte un Lorry (engin permettant la maintenance des installations ferroviaires) et le TGV est limité à Nancy avec un retard de 127 minutes."
PARIS LYON,MARSEILLE ST CHARLES,89.4,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
MONTPELLIER,PARIS LYON,84.8,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
RENNES,LYON PART DIEU,85.2,2013,7,Ralentissements pour fortes chaleurs et incidents près de Lyon.
LYON PART DIEU,RENNES,71.0,2013,7,Ralentissements pour fortes chaleurs et incidents près de Lyon.
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,87.4,2013,7,
PARIS NORD,LILLE,88.8,2013,7,
STRASBOURG,NANTES,94.0,2013,7,
DOUAI,PARIS NORD,80.1,2013,7,
NANCY,PARIS EST,96.2,2013,7,
PARIS LYON,TOULON,86.7,2013,5,Un incident caténaire au Creusot le 7 Mai a provoqué des retards très importants notament sur plusieurs trains de la liaison Paris-Toulon.
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,88.9,2013,6,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,92.5,2013,5,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,94.5,2013,5,
CHAMBERY CHALLES LES EAUX,PARIS LYON,86.2,2013,6,
VALENCE ALIXAN TGV,PARIS LYON,90.0,2013,5,
PARIS LYON,VALENCE ALIXAN TGV,92.2,2013,5,
TOURS,PARIS MONTPARNASSE,91.7,2013,5,
PARIS LYON,DIJON VILLE,94.0,2013,6,
DOUAI,PARIS NORD,87.9,2013,6,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,74.7,2013,7,Fortes chaleurs les 7 et 8. Fortes intempéries les 26 et 27. Fuite de gazole d'un train de fret. Pannes de train. Heurt d'animal.
VALENCE ALIXAN TGV,PARIS LYON,79.5,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
NICE VILLE,PARIS LYON,72.1,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
PARIS LYON,NICE VILLE,73.7,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
PARIS LYON,CHAMBERY CHALLES LES EAUX,88.1,2013,8,
ST MALO,PARIS MONTPARNASSE,92.7,2013,7,
RENNES,PARIS MONTPARNASSE,85.3,2013,7,
PARIS LYON,AVIGNON TGV,88.7,2013,7,
ANNECY,PARIS LYON,92.1,2013,7,
PARIS EST,REIMS,94.9,2013,7,
POITIERS,PARIS MONTPARNASSE,93.6,2013,5,
PARIS MONTPARNASSE,NANTES,95.4,2013,5,
PARIS MONTPARNASSE,RENNES,95.5,2013,5,
PARIS MONTPARNASSE,QUIMPER,94.1,2013,5,
ANNECY,PARIS LYON,94.7,2013,5,
PARIS EST,STRASBOURG,95.9,2013,5,
NANCY,PARIS EST,93.5,2013,5,
PARIS EST,REIMS,93.6,2013,5,
REIMS,PARIS EST,96.2,2013,5,
STRASBOURG,NANTES,100.0,2013,5,
AVIGNON TGV,PARIS LYON,78.9,2013,8,"Deux incidents caténaires, des vols de câbles, des heurts d'animaux sauvages et la chute d'une voiture sur les voies près de Marseille ont fortement perturbé la circulation des TGV en août."
BESANCON FRANCHE COMTE TGV,PARIS LYON,96.0,2013,8,
PARIS LYON,AVIGNON TGV,88.7,2013,8,
STRASBOURG,PARIS EST,90.5,2013,8,
PARIS EST,STRASBOURG,93.5,2013,8,
TOULON,PARIS LYON,82.4,2013,6,Plusieurs limitations de vitesse sur des zones de modernisation de l'infrastructure ont fragilisé la circulation des trains sur l'axe Marseille-Nice.
ST PIERRE DES CORPS,PARIS MONTPARNASSE,84.8,2013,6,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,91.7,2013,6,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,88.9,2013,6,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,90.9,2013,6,
PARIS MONTPARNASSE,ST MALO,92.5,2013,6,
VANNES,PARIS MONTPARNASSE,93.9,2013,6,
BELLEGARDE (AIN),PARIS LYON,84.2,2013,6,
AVIGNON TGV,PARIS LYON,85.0,2013,6,
ARRAS,PARIS NORD,89.4,2013,6,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,90.0,2011,12,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,83.1,2011,12,
PARIS LYON,VALENCE ALIXAN TGV,92.7,2011,12,
RENNES,PARIS MONTPARNASSE,88.9,2011,12,
PARIS MONTPARNASSE,TOURS,81.3,2011,12,
RENNES,LYON PART DIEU,90.5,2012,1,
LYON PART DIEU,LILLE,81.7,2012,1,
PARIS NORD,DUNKERQUE,94.8,2012,1,
ARRAS,PARIS NORD,89.1,2011,12,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,85.8,2011,12,
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,83.6,2011,12,
NANTES,PARIS MONTPARNASSE,91.9,2011,12,
PARIS LYON,LYON PART DIEU,96.6,2011,12,
MULHOUSE VILLE,PARIS LYON,86.4,2011,12,
PERPIGNAN,PARIS LYON,93.4,2011,12,
ANNECY,PARIS LYON,94.7,2011,12,
LILLE,PARIS NORD,89.3,2011,12,
REIMS,PARIS EST,93.3,2011,12,
PARIS EST,NANCY,95.9,2011,12,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,90.3,2011,11,
PARIS LYON,MARSEILLE ST CHARLES,94.3,2011,11,
PARIS MONTPARNASSE,QUIMPER,94.0,2011,11,
NANTES,PARIS MONTPARNASSE,97.3,2011,11,
PARIS MONTPARNASSE,NANTES,95.2,2011,11,
PARIS MONTPARNASSE,ST MALO,97.5,2011,11,
RENNES,LYON PART DIEU,78.6,2011,11,
PERPIGNAN,PARIS LYON,80.8,2011,11,
STRASBOURG,PARIS EST,89.9,2011,11,
METZ,PARIS EST,92.6,2011,11,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,87.2,2012,1,
PARIS LYON,VALENCE ALIXAN TGV,90.7,2012,1,
PARIS MONTPARNASSE,QUIMPER,93.2,2012,1,
PARIS MONTPARNASSE,ST MALO,91.2,2012,1,
PARIS LYON,MONTPELLIER,90.5,2012,1,
PARIS LYON,NICE VILLE,88.9,2012,1,
PARIS LYON,PERPIGNAN,88.5,2012,1,
ARRAS,PARIS NORD,89.1,2012,1,
PARIS EST,NANCY,95.9,2012,1,
REIMS,PARIS EST,86.6,2012,1,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,93.1,2011,11,
PARIS MONTPARNASSE,TOULOUSE MATABIAU,87.6,2011,11,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,94.5,2011,11,
PARIS LYON,BELLEGARDE (AIN),85.7,2011,11,
BELLEGARDE (AIN),PARIS LYON,87.8,2011,11,
TOURS,PARIS MONTPARNASSE,93.0,2011,11,
PARIS MONTPARNASSE,LAVAL,89.4,2011,12,
BREST,PARIS MONTPARNASSE,93.1,2011,12,
PARIS LYON,DIJON VILLE,96.5,2011,12,
AVIGNON TGV,PARIS LYON,89.4,2011,11,
PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,71.1,2012,2,
CHAMBERY CHALLES LES EAUX,PARIS LYON,86.6,2012,2,
PARIS MONTPARNASSE,VANNES,91.4,2012,1,
DUNKERQUE,PARIS NORD,89.2,2012,2,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,86.8,2012,12,
LA ROCHELLE VILLE,PARIS MONTPARNASSE,93.8,2012,12,
CHAMBERY CHALLES LES EAUX,PARIS LYON,84.9,2012,12,
LYON PART DIEU,MARSEILLE ST CHARLES,73.3,2012,12,
LE MANS,PARIS MONTPARNASSE,87.3,2012,12,
NANTES,PARIS MONTPARNASSE,92.5,2012,12,
PARIS LYON,DIJON VILLE,92.7,2012,12,
PARIS LYON,GRENOBLE,90.4,2012,12,
GRENOBLE,PARIS LYON,91.7,2012,12,
LILLE,PARIS NORD,91.2,2012,12,
PARIS LYON,NICE VILLE,80.7,2013,4,"Plusieurs incidents techniques et des actes de malveillance ont eu lieu les 17, 19, 21, 25 et 26 Avril sur l'Axe Paris-Lyon entrainant de nombreux retards."
PARIS MONTPARNASSE,NANTES,95.7,2013,4,
NICE VILLE,PARIS LYON,85.6,2013,4,
TOULON,PARIS LYON,87.7,2013,4,
ANNECY,PARIS LYON,93.0,2013,4,
PARIS LYON,ANNECY,90.0,2013,4,
NANTES,STRASBOURG,94.9,2013,4,
ARRAS,PARIS NORD,87.2,2013,4,
PARIS EST,REIMS,97.1,2013,4,
LILLE,PARIS NORD,76.6,2013,3,"Les très importantes chutes de neige avec formation de congères survenues à partir du lundi 11 mars dans la soirée jusqu'au vendredi 15 mars ont fortement perturbé la production. Elles ont imposé des limitations de vitesse pour éviter les projections de glace, allant même jusqu’à immobiliser presque complètement le trafic le mardi 12 mars. Les conditions climatiques difficiles de ces derniers mois ont par ailleurs perturbé les différents programmes travaux sur les voies prolongeant ainsi certaines limitations de vitesse au-delà des délais prévus, notamment sur Arras."
DOUAI,PARIS NORD,65.6,2013,3,"Les très importantes chutes de neige avec formation de congères survenues à partir du lundi 11 mars dans la soirée jusqu'au vendredi 15 mars ont fortement perturbé la production. Elles ont imposé des limitations de vitesse pour éviter les projections de glace, allant même jusqu’à immobiliser presque complètement le trafic le mardi 12 mars. Les conditions climatiques difficiles de ces derniers mois ont par ailleurs perturbé les différents programmes travaux sur les voies prolongeant ainsi certaines limitations de vitesse au-delà des délais prévus, notamment sur Arras."
GRENOBLE,PARIS LYON,91.3,2013,3,La journée du 12 mars a été très perturbée par les intempéries (neige et pluies verglassantes) entrainant de nombreux et importants retards avoisinants les 2 heures.
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,89.9,2013,3,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,92.1,2013,2,
PARIS LYON,CHAMBERY CHALLES LES EAUX,88.3,2013,3,
PARIS MONTPARNASSE,BORDEAUX ST JEAN,92.6,2013,2,
PARIS LYON,MARSEILLE ST CHARLES,91.9,2013,3,
PARIS MONTPARNASSE,LE MANS,89.0,2013,3,
RENNES,LYON PART DIEU,90.3,2013,3,
DOUAI,PARIS NORD,84.4,2013,2,"Les chutes de neige des 10 et 11 février nécessitent de réduire la vitesse des trains sur la ligne à grande vitesse à 230 km/h voire 170 km/h pour éviter les dangers liés aux projections de glace. Les rames TGV ont également souffert de ces intempéries ainsi que du froid associé avec des pannes de train en cours de circulation. Les installations caténaires ont subi également des avaries. A noter aussi un accident de personne qui a totalement perturbé la circulation sur Paris Nord, des travaux de renouvellement de voie sur Arras et des dérangements informatiques dans les postes d'aiguillages de Douai."
PARIS NORD,ARRAS,71.8,2013,1,"Chutes de neige du 14 au 23 janvier. Pour éviter les dangers liés aux projections de glace, la vitesse des trains sur la ligne à grande vitesse a été limitée à 230 km/h voire 170 km/h. Les installations au sol ainsi que les rames TGV ont également connues des difficultés liées à cet épisode neigeux."
LA ROCHELLE VILLE,PARIS MONTPARNASSE,96.0,2013,2,
AIX EN PROVENCE TGV,PARIS LYON,83.2,2013,2,
PARIS LYON,VALENCE ALIXAN TGV,85.9,2013,1,
PARIS MONTPARNASSE,VANNES,86.5,2013,1,
BELLEGARDE (AIN),PARIS LYON,84.1,2013,1,
PARIS LYON,DIJON VILLE,96.2,2013,2,
PARIS NORD,DUNKERQUE,86.7,2013,2,
DUNKERQUE,PARIS NORD,88.8,2013,2,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,94.9,2013,4,"Incident matériel sur le TGV 8387 sur la ligne à grande vitesse, accident de personne à Poitiers, acte de malveillance à Poitiers (gilet présent sur le fil d'alimentation électrique), accident de personne à Poitiers. Le 23 avril, le conducteur du TGV 8387 ressent un choc anormal sur son train et applique les procédures de sécurité nécessaire pour poursuivre son parcours."
PARIS LYON,MONTPELLIER,89.2,2013,4,"Plusieurs incidents techniques et des actes de malveillance ont eu lieu les 17, 19, 21, 25 et 26 Avril sur l'Axe Paris-Lyon entrainant de nombreux retards."
PARIS EST,NANCY,95.1,2013,4,Deux gros accidents de personnes et détresse d'un train de fret.
MARSEILLE ST CHARLES,PARIS LYON,90.4,2013,4,
PARIS LYON,AIX EN PROVENCE TGV,87.7,2013,4,
LAVAL,PARIS MONTPARNASSE,94.1,2013,4,
LYON PART DIEU,RENNES,96.7,2013,4,
PARIS LYON,MACON LOCHE,92.5,2013,4,
BELLEGARDE (AIN),PARIS LYON,89.5,2014,7,
TOURS,PARIS MONTPARNASSE,91.9,2014,7,
AVIGNON TGV,PARIS LYON,82.5,2014,7,
LYON PART DIEU,RENNES,86.7,2014,5,"La liaison a principalement subi des retards liés a des incidents au sud de Lyon qui ont désorganisé les circulations (heurt d'un animal le 19 vers Bonlieu, accident de personne et décontrôle d'aiguille les 16 et 21 vers Valence). Un autre accident de personne a eu lieu le 26 au Creusot. Sur le secteur Atlantique, le mois a été marqué par le heurt d'un chevreuil le 29 à Marcoussis et des problèmes d'Infrastructures (rail cassé le 23 et restitution tardive de travaux à Laval le 13 obligeant les trains à emprunter un autre itinéraire)."
PARIS MONTPARNASSE,POITIERS,94.1,2014,5,
PARIS MONTPARNASSE,QUIMPER,96.7,2014,5,
RENNES,PARIS MONTPARNASSE,93.5,2014,5,
MULHOUSE VILLE,PARIS LYON,89.6,2014,5,
PARIS LYON,MULHOUSE VILLE,88.2,2014,5,
MONTPELLIER,PARIS LYON,91.4,2014,5,
REIMS,PARIS EST,94.1,2014,5,
PARIS EST,REIMS,93.0,2014,5,
PARIS EST,METZ,95.0,2014,5,
PERPIGNAN,PARIS LYON,85.0,2014,7,"Plusieurs incidents ont pertubé la circulation des TGV et provoqué des retards importants sur cette relation (heurt de personnes le 18, le 30, dérangements d'installations suite à des orages le 6, 20 et 25, heurt d'animaux le 23, acte de malveillance le 21)."
PARIS LYON,NICE VILLE,83.5,2014,7,"Plusieurs incidents ont pertubé la circulation des TGV et provoqué des retards importants sur cette liaison : heurt de personnes le 6, le 13, le 29, dérangements d'installations suite à des orages le 6, le 20, le 25."
ANGERS SAINT LAUD,PARIS MONTPARNASSE,92.0,2014,7,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,94.2,2014,7,
PARIS LYON,MARSEILLE ST CHARLES,93.0,2014,7,
POITIERS,PARIS MONTPARNASSE,91.0,2014,7,
MACON LOCHE,PARIS LYON,84.7,2014,7,
ANNECY,PARIS LYON,91.5,2014,7,
PARIS EST,NANCY,94.2,2014,7,
METZ,PARIS EST,91.0,2014,7,
MONTPELLIER,PARIS LYON,81.6,2014,6,La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
GRENOBLE,PARIS LYON,89.6,2014,6,La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
PARIS MONTPARNASSE,LA ROCHELLE VILLE,88.6,2014,6,
PARIS LYON,MARSEILLE ST CHARLES,91.3,2014,6,
LYON PART DIEU,PARIS LYON,88.1,2014,6,
LYON PART DIEU,RENNES,87.0,2014,6,
PARIS LYON,MACON LOCHE,93.2,2014,6,
LILLE,PARIS NORD,86.9,2014,6,
PARIS EST,METZ,94.7,2014,6,
METZ,PARIS EST,91.4,2014,6,
NICE VILLE,PARIS LYON,76.5,2014,6,La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
PARIS LYON,TOULON,71.9,2014,6,La circulation des TGV a été fortement perturbée par le mouvement social du 11 au 22 juin.
LA ROCHELLE VILLE,PARIS MONTPARNASSE,93.4,2014,7,
CHAMBERY CHALLES LES EAUX,PARIS LYON,80.2,2014,7,
PARIS LYON,VALENCE ALIXAN TGV,89.6,2014,6,
ST MALO,PARIS MONTPARNASSE,93.7,2014,6,
BELLEGARDE (AIN),PARIS LYON,87.4,2014,6,
MULHOUSE VILLE,PARIS LYON,84.9,2014,6,
ANNECY,PARIS LYON,90.3,2014,6,
DOUAI,PARIS NORD,92.6,2014,7,
PARIS LYON,MARSEILLE ST CHARLES,93.0,2014,4,
PARIS MONTPARNASSE,ST MALO,98.0,2014,4,
PARIS MONTPARNASSE,QUIMPER,97.9,2014,4,
LYON PART DIEU,MONTPELLIER,84.8,2014,4,
MULHOUSE VILLE,PARIS LYON,94.5,2014,4,
MONTPELLIER,PARIS LYON,91.3,2014,4,
PERPIGNAN,PARIS LYON,93.5,2014,4,
PARIS LYON,PERPIGNAN,92.4,2014,4,
PARIS EST,METZ,95.3,2014,4,
LYON PART DIEU,RENNES,100.0,2014,4,
AVIGNON TGV,PARIS LYON,83.0,2014,8,"En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot."
ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.2,2014,8,
ANGOULEME,PARIS MONTPARNASSE,90.5,2014,8,
ANNECY,PARIS LYON,96.0,2014,8,
BESANCON FRANCHE COMTE TGV,PARIS LYON,95.8,2014,8,
PARIS LYON,BELLEGARDE (AIN),90.7,2014,8,
LYON PART DIEU,MONTPELLIER,81.1,2014,8,
MULHOUSE VILLE,PARIS LYON,93.4,2014,8,
MACON LOCHE,PARIS LYON,86.7,2014,8,
LILLE,MARSEILLE ST CHARLES,89.5,2014,8,
PARIS LYON,TOULON,82.1,2014,8,
PARIS EST,STRASBOURG,93.6,2014,8,
PARIS LYON,AIX EN PROVENCE TGV,89.0,2016,6,Incendie aux abords ou sur la voie
CHAMBERY CHALLES LES EAUX,PARIS LYON,80.9,2016,6,
LYON PART DIEU,PARIS LYON,84.6,2016,6,
NIMES,PARIS LYON,73.3,2016,6,présence de personne dans les voies (manifestants)
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,84.4,2016,6,
ANGOULEME,PARIS MONTPARNASSE,80.4,2016,6,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,80.7,2016,6,
PARIS MONTPARNASSE,BREST,85.7,2016,6,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : Une demande de secours d’un TER suite à un choc à La Milesse (20 TGV ; 1133mn)
Le 11 : Un arbre sur la caténaire vers Sillé le Guillaume (20 TGV ; 843mn)
Le 12 : Un accident de personne à Laval (10 TGV ; 496mn)
Le 30 : Un dérangement d’aiguillage au Mans (16 TGV ; 387mn)
Le 30 : Une avarie caténaire au Mans (15 TGV ; 505mn)"
LA ROCHELLE VILLE,PARIS MONTPARNASSE,81.0,2016,6,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : un dérangement d’installation suite à malveillance au nord de Poitiers (13 TGV ; 267mn)
Le 22 : Une limitation de vitesse liée aux fortes chaleurs à Poitiers (15 TGV ; 212mn)
tout le mois: Des réductions de vitesse inopinées et non prises en compte dans les marches des trains entre Niort et La Rochelle (88 TGV ; 628mn)"
PARIS MONTPARNASSE,LE MANS,85.6,2016,6,
LE MANS,PARIS MONTPARNASSE,85.8,2016,6,
PARIS MONTPARNASSE,NANTES,79.8,2016,6,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 30 : Un dérangement d’aiguillage au Mans (16 TGV ; 387mn)
Le 30 : Une avarie caténaire au Mans (15 TGV ; 505mn)"
PARIS MONTPARNASSE,ST MALO,77.8,2016,6,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : Une demande de secours d’un TER suite à un choc à La Milesse (20 TGV ; 1133mn)
Le 11 : Un arbre sur la caténaire vers Sillé le Guillaume (20 TGV ; 843mn)
Le 12 : Un accident de personne à Laval (10 TGV ; 496mn)
Le 30 : Un dérangement d’aiguillage au Mans (16 TGV ; 387mn)
Le 30 : Une avarie caténaire au Mans (15 TGV ; 505mn)"
ST PIERRE DES CORPS,PARIS MONTPARNASSE,78.5,2016,6,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)"
PARIS MONTPARNASSE,TOULOUSE MATABIAU,71.8,2016,6,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : un dérangement d’installation suite à malveillance au nord de Poitiers (13 TGV ; 267mn)
Le 17 : Une rupture caténaire vers Coutras (15 TGV ; 434mn)
Le 22 : Une limitation de vitesse liée aux fortes chaleurs à Poitiers (15 TGV ; 212mn)
Tout le mois : une réduction de vitesse inopinée et non prise en compte dans les marches des trains à Ruffec (266 TGV ; 1716mn)"
TOULOUSE MATABIAU,PARIS MONTPARNASSE,80.8,2016,6,
PARIS MONTPARNASSE,TOURS,87.2,2016,6,
TOURS,PARIS MONTPARNASSE,85.3,2016,6,
PARIS MONTPARNASSE,VANNES,80.9,2016,6,"Le conflit social national du 1er au 16 juin
Le 6 : Une chaise mise dans la voie à Massy (25 TGV ; 701mn)
Le 9 : Une avarie caténaire sur la ligne grande vitesse à St Leger (64 TGV ; 2429mn)
Le 20 : Une absence de tension sur la ligne grande vitesse (38 TGV ; 552mn)
Le 23 : Un dérangement d’aiguillage en gare de Paris Montparnasse (54 TGV ; 1907mn)
Le 10 : Une demande de secours d’un TER suite à un choc à La Milesse (20 TGV ; 1133mn)
Le 11 : Un arbre sur la caténaire vers Sillé le Guillaume (20 TGV ; 843mn)
Le 12 : Un accident de personne à Laval (10 TGV ; 496mn)
Le 30 : Un dérangement d’aiguillage au Mans (16 TGV ; 387mn)
Le 30 : Une avarie caténaire au Mans (15 TGV ; 505mn)"
PARIS NORD,ARRAS,84.5,2016,6,
STRASBOURG,PARIS EST,92.5,2016,7,
AIX EN PROVENCE TGV,PARIS LYON,91.0,2016,7,
BESANCON FRANCHE COMTE TGV,PARIS LYON,98.4,2016,7,De nombreux incendies ont géné la production
PARIS LYON,CHAMBERY CHALLES LES EAUX,88.9,2016,7,Nombreuses défaillances matériels
DIJON VILLE,PARIS LYON,93.6,2016,7,
LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,78.1,2016,7,Dérangement d'installation
PARIS LYON,PERPIGNAN,78.9,2016,7,De nombreux incendies ont géné la production
PARIS MONTPARNASSE,ANGOULEME,92.0,2016,7,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,86.9,2016,7,
PARIS MONTPARNASSE,BREST,91.8,2016,7,
TOURS,PARIS MONTPARNASSE,77.6,2016,7,"Ce mois-ci cette ligne a été touchée par :
- 03 : Incident matériel sur la ligne à grande vitesse (27 TGV ; 695 minutes)
- 13 : Alarme incendie sur un TGV sur la ligne à grande vitesse (29 TGV ; 697 minutes)
- 17 : Collision avec un volatile entre Montrouge et Paris Montparnasse (48 TGV ; 1070 minutes perdues)
- 17 : Incident caténaire sur la ligne à grande vitesse (30 TGV ; 300 minutes)
- 18 : Défaillance matérielle sur la ligne à grande vitesse (39 TGV ; 1067 minutes perdue"
PARIS NORD,ARRAS,85.8,2016,7,
PARIS NORD,DUNKERQUE,91.3,2016,7,"Ce sont principalement les mesures préventives particulières à prendre en région parisienne lors des épisodes de fortes chaleurs survenus les 10-17-18 et 19 juillet qui ont engendré ce retard moyen important à l'arrivée.
Sans oublier l'incendie  volontaire très médiatique survenu à Paris Nord le mardi 19"
DUNKERQUE,PARIS NORD,88.7,2016,7,
PARIS NORD,LILLE,91.8,2016,7,
ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.9,2014,1,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.1,2014,1,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,92.1,2013,12,
PARIS LYON,BESANCON FRANCHE COMTE TGV,92.1,2013,12,
LE MANS,PARIS MONTPARNASSE,85.9,2014,1,
LILLE,LYON PART DIEU,93.1,2014,1,
PARIS NORD,DUNKERQUE,93.8,2014,1,
DUNKERQUE,PARIS NORD,93.9,2014,1,
